Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
146,21-01-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,78,NA,705
146,22-01-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",7,93,NA,800
146,28-01-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",7,57,NA,257
146,29-01-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,53,NA,437
146,2/4/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",10,76,NA,387
146,2/5/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",11,54,NA,454
146,2/11/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",13,76,NA,590
146,2/12/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,72,NA,415
146,18-02-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,27,NA,162
146,19-02-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",14,58,NA,435
146,25-02-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",10,47,NA,335
146,26-02-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",17,58,NA,475
146,3/4/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",7,33,NA,388
146,3/5/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",11,64,NA,363
146,3/11/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",17,81,NA,559
146,3/12/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",26,77,NA,513
146,21-03-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",23,64,NA,454
146,22-03-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",24,80,NA,533
146,25-03-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",24,54,NA,403
146,26-03-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",17,66,NA,422
146,4/1/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",7,35,NA,351
146,4/2/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",27,64,NA,512
146,4/7/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",14,56,NA,406
146,4/8/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",16,61,NA,570
146,23-04-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",14,58,NA,657
146,24-04-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",23,86,NA,737
146,28-04-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",24,67,NA,442
146,29-04-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",16,62,NA,423
146,5/6/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",18,47,NA,636
146,13-05-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,43,NA,906
146,14-05-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",9,50,NA,464
146,23-05-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",22,64,NA,445
146,24-05-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",12,51,NA,678
146,27-05-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,71,NA,946
146,28-05-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,49,NA,1235
146,30-05-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,55,NA,471
146,6/3/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,39,NA,838
146,6/4/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",7,31,NA,1560
146,17-06-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,34,NA,791
146,18-06-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,34,NA,289
146,25-06-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,35,NA,282
146,26-06-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",7,28,NA,490
146,27-06-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",7,44,NA,336
146,28-06-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",7,45,NA,837
146,7/1/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,25,NA,561
146,7/2/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",8,21,NA,317
146,7/8/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",7,43,NA,260
146,7/9/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,30,NA,119
146,22-07-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",8,31,NA,212
146,23-07-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",8,38,NA,254
146,29-07-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,21,NA,220
146,30-07-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,20,NA,356
146,8/5/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,58,NA,401
146,8/6/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",7,74,NA,313
146,16-08-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",8,39,NA,114
146,17-08-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,24,NA,212
146,19-08-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,31,NA,257
146,20-08-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",8,38,NA,302
146,26-08-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",7,47,NA,184
146,27-08-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",9,31,NA,204
146,9/2/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",8,33,NA,258
146,9/3/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",9,32,NA,159
146,9/9/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",8,58,NA,435
146,9/10/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",9,40,NA,307
146,16-09-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",8,40,NA,221
146,17-09-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",8,39,NA,174
146,23-09-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",7,40,NA,146
146,24-09-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",9,35,NA,156
146,10/7/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",18,64,NA,497
146,10/8/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",18,80,NA,654
146,14-10-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",16,59,NA,679
146,15-10-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",19,52,NA,732
146,20-10-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",16,72,NA,724
146,21-10-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",18,86,NA,849
146,28-10-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",10,96,NA,563
146,29-10-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",16,92,NA,760
146,11/4/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",18,107,NA,893
146,11/5/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",20,104,NA,684
146,11/11/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",19,128,NA,934
146,11/12/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",18,136,NA,980
146,18-11-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",12,68,NA,492
146,19-11-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",12,69,NA,524
146,25-11-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",10,47,NA,555
146,26-11-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",21,83,NA,834
146,12/3/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",16,117,NA,924
146,12/4/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",14,102,NA,869
146,12/9/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",8,67,NA,466
146,12/10/2003,Delhi,Delhi,NA,"Residential, Rural and other Areas",18,76,NA,606
146,16-12-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,43,NA,321
146,17-12-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,50,NA,329
146,23-12-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",15,77,NA,757
146,24-12-03,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,67,NA,464
